node,count,degree
research work,6,4
government assistance,1,0
ict adoption,3,0
rif estimation,1,0
farmers,19,8
objective well-being,2,0
national culture,5,0
individualism,2,0
development level,2,0
multivariate adaptive regression spline (mars),1,0
vulnerable,2,0
household multidimensional poverty,1,0
financial environment,1,0
threshold effect,8,5
measurement scale,1,0
young population,13,12
i15,1,0
o57,2,0
mortalities,1,0
life expectancy,7,2
outcomes,2,0
composite index,4,1
ex-ante,1,0
multidimensional framework,1,0
correspondence analysis,3,0
foreign direct investment,9,3
trade-off,4,1
security requirements,1,0
date attachment,1,0
processing time,2,0
partial blind signatures,1,0
partial blind signature,1,0
mobile cash,1,0
public key infrastructure,3,0
hash functions,1,0
micropayments,3,0
policies for responsible financial inclusion,1,0
promise of technology,1,0
carbon dioxide,16,18
developing country,18,19
human capital,17,7
pollution,6,3
environmental pollution,3,1
conservation of energy resources,2,0
oecd,8,4
energy use,12,16
econometric estimation,1,0
energy conservation,6,1
organisation for economic co-operation and development,4,3
policy development,4,0
economic welfare,3,0
economic vulnerability,2,0
economic structure,4,0
national economy,4,1
financial structure,2,0
asymmetry,4,0
heterogeneous influence,1,0
financing mechanism,1,0
environmental regulation,2,0
green development efficiency,1,0
industrial structure upgrade,1,0
sustainable environment,1,0
"asia, southern",1,0
carbon,12,11
alternative energy,12,15
nonlinearity,1,0
causality in quantile,1,0
global warming,2,0
renewable energy,20,23
environmental pollutants,1,0
analytical framework,2,0
resource scarcity,2,0
super-efficient three-stage sbm-dea,1,0
pollutant,1,0
systematic generalized moment estimation method,1,0
fiscal policy,2,0
asian people,4,6
inventions,3,0
green credit,1,0
energy economics,2,0
statistical model,14,23
invention,3,0
"models, econometric",1,0
mediation effect,6,1
spatial econometric model,4,0
energy market,6,1
east asian,2,0
energy poverty,7,2
east asian people,2,0
heavily polluting enterprises,1,0
corporate green innovation,1,0
asian,4,4
industrial emission,1,0
green consumer intentions,1,0
environment friendly,1,0
environment friendly technology,1,0
financial restructuring,2,0
environmental technology adoption,1,0
commercial phenomena,17,22
consumer adoptions,2,0
green consumer intention,1,0
dea,5,0
carbon management,1,0
data analysis,9,9
health care facility,11,24
health facilities,6,9
low-carbon development,1,0
environmental assessment,2,0
conservation of natural resources,3,1
environmental governance investment,1,0
industrialization,3,0
industrial development,8,4
household energy consumption,1,0
biological transport,1,0
empirical research,7,1
sustainable energy,4,1
transport at the cellular level,1,0
social aspect,5,6
social planning,1,0
rural areas development,1,0
pro-environmental behavior,1,0
total natural resources rents,2,0
renewable energy utilization,1,0
fdi,4,1
financial-inclusion,1,0
quad countries,1,0
competition (economics),8,5
listed company,1,0
consumer demand,1,0
consumer demands,2,0
listed companies,1,0
product markets,1,0
green innovations,3,1
q56,1,0
market competition,3,0
market system,5,0
o31,4,1
state owned enterprise,2,0
chinese listed companies,1,0
economic conditions,4,1
economic strategy,1,0
uncertainty,9,1
co2 emissions,9,6
economic policy uncertainty (epu),1,0
economic policies,2,0
economic policy uncertainty,4,0
mediating roles,3,1
global perspective,4,1
erratum,2,0
entrepreneurial behaviour,1,0
financial literacy survey,1,0
innovation performance,4,0
bank credit,7,0
resource-based view,6,1
cross-country differences,1,0
entrepreneurial intention,8,0
material well-being,1,0
material life,1,0
globalization,10,3
income levels,1,0
middle-class,1,0
legal policy,1,0
access system,1,0
system methodologies,1,0
four sub-systems,1,0
obstacles,3,0
private agencies,1,0
foreign banks,4,0
smoking cessation,2,0
economic reform,2,0
livelihood,17,11
forest management,1,0
unbalanced distribution,1,0
spatial durbin model,1,0
renewable resource,1,0
space division multiple access,1,0
spatial durbin models,1,0
energy utilization,11,19
spatial durbin model (sdm),1,0
renewable energy consumption,3,4
adjustment effect,1,0
epidemic,6,3
spillover effect,7,0
spatial spillover effect,4,0
spatial heterogeneity,3,0
relative rural poverty,1,0
swarm intelligence,1,0
user data,1,0
decentralized machine learning,1,0
peer-to-peer networks,2,0
swarm learning,1,0
peer-to-peer network,2,0
correctional programming,1,0
length of incarceration,1,0
financial supervision,1,0
reputation,5,0
fraud,19,17
bank breadth,1,0
cash flow,4,1
households,23,4
capital flow,5,2
transaction cost,25,16
system gmm,12,2
adolescents,10,5
high school,2,0
sex difference,13,23
randomized experimental trial,1,0
gender difference,3,0
world bank enterprise survey,1,0
tax avoidance,2,0
consumer payments,2,0
business-to-person payments,1,0
external finance,2,0
import,1,0
internal finance,2,0
credit card debt,4,0
liquid assets,1,0
continuous intention to use,1,0
rural dwelling,1,0
financial community,1,0
state of the art,3,1
subscriber identity module,2,0
supplementary services,3,0
ussd,5,2
traceability,6,1
sub-saharan countries,3,1
financial experience,4,1
racialized financial market,1,0
race,11,2
structural equation modeling (sem),8,1
grocery businesses,1,0
fintech adoption,25,7
technology acceptance model (tam),9,3
complex network,2,0
svd,1,0
international remittances,4,1
bow-tie structure,1,0
community detection,1,0
quality,13,5
propensity score matching,13,7
r1,1,0
g4,2,0
g5,3,0
g2,8,2
d1,1,0
o2,1,0
financial inclusion in bangladesh,1,0
d9,1,0
fintech access,1,0
ardl approach,1,0
tunisia,7,1
distress,1,0
firm performance,14,3
ownership,11,2
cost,9,10
heterogeneous causality,1,0
mmqr,4,3
roles,1,0
stoxx europe 600,1,0
working women,3,0
banking stability,6,2
g01,1,0
d73,1,0
a13,1,0
customer satisfaction,15,6
banking/money adoption,1,0
slums,4,1
o32,2,0
togo,6,2
model,30,15
acceptance,26,17
use,1,0
moderating effect,8,2
financial asset,1,0
financial limitations,1,0
financing challenges,1,0
small and micro enterprises,2,0
households’ vulnerability,1,0
economic shocks,2,0
o55,9,11
health shock,3,0
propensity scores,1,0
i31,2,0
forest enterprise,1,0
small to medium-sized forest enterprises,1,0
entrepreneur knowledge,1,0
multi-attribute decision modeling,1,0
fuzzy entropy,1,0
risk management and credit risk,1,0
sme,10,1
social network relations,1,0
consumption scale,1,0
consumption structure,2,0
innovation diffusion,2,0
mobile finance innovation ecosystem,1,0
rural china,4,0
multiple-case studies,1,0
base of pyramid,2,0
hotspots,1,0
knowledge map,1,0
visualization tools,1,0
business model,8,1
market turbulence,2,0
strategic access to finance,1,0
sustainable technologies,1,0
sem-ann,1,0
sustainable performance,3,0
community outreach and engagement,1,0
community education,2,0
microfinancial inclusion index (mfi),1,0
flexible management,1,0
parameter selection,1,0
elementary years,1,0
access to finances,1,0
saving practices,2,0
skill development,3,0
business support,3,0
women's entrepreneurship,2,0
ardl,12,2
level,2,0
private sector credit,2,0
scale,4,0
gross domestic product per capita growth,1,0
facilitators,1,0
youth saving,1,0
youthsave,1,0
gujarat,4,0
asset effect,1,0
instrumental variable,7,0
student engagement,2,0
treatment effects,2,0
project-based,1,0
social work,13,14
assets building,1,0
usage,23,10
welfare of financial services,1,0
borrow with account,1,0
saving to account,1,0
access to account,1,0
caregiver-child relationships,1,0
family dynamics,1,0
money management behavior,1,0
capability,11,5
multilevel modeling,2,0
household decision-making,3,0
decision-making autonomy,1,0
continuous literacy programs,1,0
mobile solution,1,0
g5 household finance,1,0
sdg,7,1
g53 financial literacy,1,0
digital skills,5,1
debt advice,1,0
ekyc infrastructure,1,0
kyc utilities,1,0
regtech,8,4
market integrity,1,0
electronic payment infrastructure,1,0
sustainable investment,3,0
e-kyc,3,0
gdpr,2,0
privacy rights,2,0
management-practices,1,0
microbusiness,1,0
business practices,3,0
markets,10,6
personal initiative,1,0
firms,10,2
formality,1,0
theory of planned behaviors,1,0
signaling theory,2,0
firm innovation,3,0
insurtech,4,0
open finance,5,2
g22,1,0
fida regulation,1,0
insurance companies,3,0
financial digitalization,1,0
digital exclusion,3,0
aadhaar-enabled digital finance,1,0
central bank of brazil,1,0
pix,4,1
instant payment system,2,0
credit demand,1,0
digital credit,11,1
rent-seeking,1,0
bank-enterprise relationships,1,0
stock market development,1,0
libra,6,4
panel data analysis,6,1
mfis,11,2
institutions and development,1,0
brics,9,1
probit regression,3,0
convergence,6,1
r58,1,0
c21,3,0
financial inclusion index (fii),2,0
financial literacy index,3,0
rural punjab,1,0
odisha,5,1
modes of transactions,1,0
remittances inflows,1,0
pmg,1,0
local-governments,1,0
logit,7,1
repayment performance,1,0
disability,10,11
artificial neural-networks,1,0
c38,4,1
sem,15,3
c51,1,0
e-naira,1,0
e42,5,1
o17,4,1
hand-to-mouth behavior,1,0
saving and credit,1,0
financial diaries,4,0
low-income households,6,1
financial cycle,1,0
dynamic spillover,1,0
business cycle,2,0
reject inference,1,0
louvain community,1,0
inference engines,2,0
outlier detection,1,0
graph features,1,0
network similarity,1,0
datapoints,1,0
community-based,2,0
data-driven approaches,1,0
real-time processing,1,0
non-traditional,3,0
credit risk assessment,6,5
data characteristics,1,0
realtime processing,1,0
data-driven approach,1,0
water system,1,0
water development,1,0
waters resources,1,0
water resource,1,0
agricultural production,2,0
source of waters,1,0
water users,1,0
waterworks,1,0
potential development,1,0
water industry,1,0
water use,1,0
indicator indicator,2,0
sustainable water,1,0
sustainable water management,1,0
water resources,2,0
water supply,2,0
water use efficiency,1,0
water conservation,1,0
water management,1,0
water sector,1,0
water sectors,1,0
environmental planning,2,0
water needs,1,0
urban planning,2,0
subnational analysis,1,0
indian states,4,1
regional analysis,2,0
religion,12,3
consumer loans,1,0
loan performance,1,0
indian country,1,0
p43,2,0
g53,11,5
g11,3,0
j15,2,0
credit history,2,0
native cdfis,1,0
e-wallets,9,2
class imbalance,1,0
terror funding,1,0
know your customer,5,1
popularization,1,0
credit cards,15,7
mathematics education,3,0
tipping,1,0
egan’s financial problems,1,0
canadian mathematics education matters,1,0
bank fees,1,0
sharing economy,3,0
taxes,3,0
working hours,1,0
j22,1,0
health care utilization,12,24
crypto assets,2,0
digital risks,1,0
financial crime,2,0
digital lending,6,2
explainable ai,4,0
transaction resilience,1,0
rural tourism,1,0
cyber–physical systems,1,0
dependability,1,0
fault–tolerance,1,0
ai–driven fintech,1,0
sme lending,5,4
mixed-methods research,1,0
behavioral trust,1,0
credit scoring models,3,0
algorithmic fairness,3,1
com-b framework,1,0
artificial intelligence in finance,1,0
data decentralisation,1,0
effective administration,1,0
cryptographic,1,0
ilo,1,0
decent work,2,0
people's bank of china,1,0
e-cny,5,1
digital rmb,1,0
access to loans,1,0
job generation,1,0
employability,4,1
fuzzy set theory,1,0
co-citation analysis,2,0
bibliometric,22,9
co-occurrence,3,1
international development project,1,0
sustainability factors,1,0
mobile money technology,2,0
business start-ups,1,0
data envelopment analysis (dea),5,1
infrastructure development,2,0
policy frameworks,1,0
sustainability of microfinance institutions,1,0
elements of competitive advantage theory,1,0
resource-based view theory,1,0
competitive advantage theory,1,0
fairlie decomposition,2,0
multidimensional financial inclusion,2,0
voluntary barriers,1,0
involuntary barriers,2,0
socioeconomic determinants,2,0
multivariate probit,3,0
sociocultural factors,1,0
technological innovations,5,1
recursive bivariate model,1,0
côte d’ivoire,2,0
monetary well-being,1,0
ribhoi district and stakeholders,1,0
cbdc design,2,0
resources,2,0
circular finance,1,0
linear economy,1,0
self help groups,4,0
artificial neural network models,1,0
internet penetration,7,1
ethiopia,34,33
jordanian youth,1,0
intention,28,20
ecosystem,8,1
systems,7,1
scopus sustainable development goals (sdg),1,0
vos viewer,5,1
thematic content analysis,1,0
"environmental, social, and governance (esg)",1,0
access to capital,3,1
digital payment usage,2,0
patterns,3,0
educational development,11,7
financial reachability,1,0
smartphone usage in education,1,0
sustainable education,2,0
fintech services,3,0
energy resource,6,2
banking inclusion,1,0
mobile phone penetration,4,0
user satisfaction,7,1
sustained engagement,1,0
nongovernmental organization,8,2
mobile payment system,9,3
street vendor,2,0
marginalised street vendors,1,0
meta utaut,1,0
digital financial inclusion index,8,0
energy consumption,3,0
rural credit programs,4,1
collective action,8,2
vegetable oil,1,0
green bond,1,0
accountability,9,2
resource development,2,0
palm oil,1,0
numerical model,21,11
sdg 1,2,0
eu economies,1,0
agro-environmental sustainability,1,0
inclusive justice,1,0
environmental justice,3,0
personal innovativeness,6,0
"migrant, people with disabilities",1,0
psalsar,1,0
probit model,9,1
saudi vision 2030,2,0
saudi arabia,16,8
digital financial inclusion (dfi),3,0
financial needs satisfaction,1,0
subjective financial well-being,1,0
positive psychology,1,0
support vectors machine,3,0
working capitals,1,0
logistics regressions,6,7
informal merchants,1,0
informal merchant,1,0
insurance penetration,1,0
technological disruptions,1,0
