source,target,weight
socioeconomics,health care,4
socioeconomics,statistics and numerical data,4
socioeconomics,health services,3
socioeconomics,health care delivery,4
socioeconomics,personal finance,4
socioeconomics,vulnerable populations,3
socioeconomics,catering service,4
socioeconomics,prescription,3
socioeconomics,vulnerable population,3
socioeconomics,quality of life,4
socioeconomics,demography,3
socioeconomics,anxiety,4
socioeconomics,food supply,3
socioeconomics,food insecurity,3
socioeconomics,food security,3
socioeconomics,child,4
socioeconomics,psychological aspect,5
socioeconomics,financial literacy,4
socioeconomics,gender,3
socioeconomics,economic development,3
socioeconomics,literacy,4
socioeconomics,financial capability,3
socioeconomics,follow up,4
socioeconomics,logistic regression analysis,3
socioeconomics,behavior,4
socioeconomics,sex difference,3
socioeconomics,risk factors,3
socioeconomics,health service,4
socioeconomics,"health knowledge, attitudes, practice",4
socioeconomics,attitude to health,4
socioeconomics,educational status,5
socioeconomics,family structure,6
socioeconomics,rural area,3
socioeconomics,developing country,3
socioeconomics,health care costs,4
aged,demographics,3
aged,major clinical study,17
aged,decision making,10
aged,ethnology,3
aged,employment,3
aged,anxiety,5
aged,income,10
aged,cohort analysis,3
aged,mental health,5
aged,longitudinal study,3
aged,very elderly,13
aged,psychology,8
aged,"aged, 80 and over",12
aged,india,5
aged,dementia,3
aged,caregivers,3
aged,early detection of cancer,3
aged,economic aspect,4
aged,aging,12
aged,health survey,6
aged,urban area,3
aged,mass screening,4
aged,risk factor,5
aged,help seeking behavior,5
aged,cancer screening,4
aged,health behavior,6
aged,early cancer diagnosis,3
aged,patient acceptance of health care,5
aged,patient attitude,4
aged,alcohol consumption,3
aged,social class,5
aged,financial literacy,5
aged,financial management,10
aged,behavior,3
aged,literacy,3
aged,personal finance,3
aged,government,4
aged,follow up,5
aged,disease association,3
aged,social behavior,5
aged,mental stress,4
aged,patient education,3
aged,surveys and questionnaires,4
aged,self report,3
aged,marriage,4
aged,uterine cervix cancer,3
aged,risk factors,4
aged,general practitioner,3
aged,rural population,4
aged,procedures,6
aged,women's health,3
aged,obesity,3
aged,organization and management,5
aged,health care delivery,7
aged,epidemiology,3
aged,qualitative research,4
aged,health care,3
aged,attitude to health,4
aged,semi structured interview,3
aged,age,9
aged,socioeconomic status,3
aged,social status,4
aged,educational status,3
aged,child,3
aged,rural area,3
aged,health status,7
aged,health service,5
aged,health care financing,3
aged,social psychology,3
aged,wellbeing,3
aged,statistics and numerical data,3
aged,physiology,5
aged,retirement,4
aged,investment,3
aged,education,7
aged,sex difference,4
aged,cognition,3
aged,gender,5
aged,mental disease,3
aged,social media,3
aged,depression,3
aged,quality of life,6
aged,loneliness,4
aged,awareness,3
aged,questionnaire,6
aged,comparative study,3
aged,attitude,3
aged,human experiment,8
aged,fraud,3
aged,older adults,3
aged,knowledge,3
aged,clinical article,3
aged,disabled person,3
aged,exercise,3
aged,logistic regression analysis,3
aged,insurance,3
aged,finance,3
aged,health care personnel,3
aged,"stress, psychological",3
aged,brazil,3
aged,social support,5
aged,china,3
aged,self concept,3
aged,internet,3
aged,health care utilization,3
aged,care behavior,3
aged,coping behavior,3
aged,interview,3
demographics,psychology,3
major clinical study,decision making,10
major clinical study,economic empowerment,3
major clinical study,follow up,10
major clinical study,epidemiology,5
major clinical study,coronavirus disease 2019,3
major clinical study,economic aspect,3
major clinical study,empowerment,9
major clinical study,income,15
major clinical study,human immunodeficiency virus infection,4
major clinical study,longitudinal study,6
major clinical study,uganda,3
major clinical study,literacy,11
major clinical study,hiv infections,3
major clinical study,sexual behavior,4
major clinical study,outcome assessment,3
major clinical study,financial management,19
major clinical study,perception,3
major clinical study,human experiment,15
major clinical study,sub-saharan africa,4
major clinical study,financial literacy,7
major clinical study,structural equation modeling,3
major clinical study,behavior,10
major clinical study,government,3
major clinical study,demography,7
major clinical study,money,5
major clinical study,finance,5
major clinical study,"financing, personal",6
major clinical study,attitude,4
major clinical study,educational status,6
major clinical study,socialization,3
major clinical study,financial education,3
major clinical study,adolescent girls,3
major clinical study,procedures,6
major clinical study,education,8
major clinical study,child,8
major clinical study,risk assessment,3
major clinical study,aging,3
major clinical study,social behavior,4
major clinical study,india,6
major clinical study,health behavior,4
major clinical study,wellbeing,7
major clinical study,parity,3
major clinical study,contraceptive behavior,3
major clinical study,"aged, 80 and over",3
major clinical study,marriage,11
major clinical study,mass screening,3
major clinical study,human tissue,4
major clinical study,very elderly,4
major clinical study,uterine cervix cancer,3
major clinical study,risk factors,4
major clinical study,risk factor,8
major clinical study,rural population,5
major clinical study,women's health,4
major clinical study,microfinance,4
major clinical study,obesity,3
major clinical study,cancer screening,3
major clinical study,organization and management,4
major clinical study,health care delivery,3
major clinical study,self concept,4
major clinical study,power (psychology),3
major clinical study,cost effectiveness analysis,3
major clinical study,psychology,7
major clinical study,mental health,4
major clinical study,cost,3
major clinical study,internet,3
major clinical study,social status,6
major clinical study,financial capability,4
major clinical study,victim,3
major clinical study,"health knowledge, attitudes, practice",3
major clinical study,health care utilization,4
major clinical study,health care financing,3
major clinical study,developing country,4
major clinical study,attitude to health,4
major clinical study,conceptual framework,4
major clinical study,partner violence,3
major clinical study,rural area,5
major clinical study,awareness,3
major clinical study,womens status,3
major clinical study,surveys and questionnaires,6
major clinical study,questionnaire,10
major clinical study,statistics and numerical data,4
major clinical study,financial inclusion,3
major clinical study,spouse,3
major clinical study,spouses,3
major clinical study,sex difference,3
major clinical study,age,4
major clinical study,statistical model,4
major clinical study,gender,7
major clinical study,interview,4
major clinical study,social work,4
major clinical study,prescription,3
major clinical study,logistic regression analysis,3
major clinical study,health service,5
major clinical study,logistic models,5
major clinical study,social support,3
major clinical study,personal autonomy,3
major clinical study,lowest income group,4
major clinical study,insurance,4
major clinical study,health survey,4
major clinical study,health care facility,3
